loan_id,customer_id,loan_type,principal_amount,interest_rate,tenor_months,disbursement_date,days_past_due,loan_status
LN000359,CUST00022,Business,396722.08,19.53,24.0,2025-05-04,50,Active
LN000360,CUST01060,Personal,1165387.04,15.31,12.0,2024-10-08,0,Active
LN000361,CUST01174,Home,113399.01,19.3,36.0,2024-08-18,0,Active
LN000362,CUST00091,Education,91851.92,20.18,18.0,2026-01-22,0,Active
LN000364,CUST00118,Education,107451.39,16.94,60.0,2024-12-29,44,Active
LN000365,CUST00141,Business,1024471.9,8.66,48.0,2025-11-20,15,Active
LN000366,CUST00614,Personal,204427.59,12.38,24.0,2025-06-30,0,Active
LN000367,CUST00457,Education,32958.16,13.01,24.0,2025-10-09,0,Active
LN000368,CUST00770,Personal,115250.88,19.08,12.0,2025-04-18,0,Closed
LN000369,CUST00399,Home,35844.97,12.99,60.0,2024-10-10,0,Closed
LN000370,CUST00357,Auto,542617.1,17.16,36.0,2024-01-16,0,Closed
LN000371,CUST00282,Personal,813896.26,14.15,60.0,2024-07-31,0,Active
LN000372,CUST00351,Business,17503.37,12.23,36.0,2024-03-05,33,Active
LN000373,CUST01091,Home,1179387.18,15.5,18.0,2024-06-20,21,Active
LN000374,CUST01097,Home,1169210.37,13.95,12.0,2024-03-15,0,Active
LN000375,CUST01197,Personal,889782.15,13.18,48.0,2025-10-30,56,Active
LN000376,CUST01043,Business,427490.08,15.02,36.0,2025-01-07,0,Active
LN000377,CUST00971,Education,451834.75,21.58,24.0,2024-10-14,7,Active
LN000378,CUST00627,Auto,230828.44,21.34,36.0,2025-05-11,72,Active
LN000379,CUST01063,Personal,246670.34,16.92,36.0,2025-10-09,0,Active
LN000380,CUST01019,Personal,430772.13,21.53,24.0,2025-08-26,0,Active
LN000381,CUST01028,Personal,36798.34,16.74,48.0,2024-11-19,60,Active
LN000382,CUST00684,Home,60677.96,20.19,18.0,2024-07-10,0,Active
LN000383,CUST00283,Home,11967.29,21.25,36.0,2024-05-05,0,Active
LN000384,CUST00831,Personal,14118.47,16.43,48.0,2024-04-17,0,Active
LN000385,CUST00465,Business,23366.83,8.71,12.0,2024-04-25,0,Active
LN000386,CUST00698,Auto,95780.39,21.43,60.0,2025-07-16,0,Active
LN000387,CUST00062,Auto,1031791.69,17.58,36.0,2026-01-10,0,Active
LN000388,CUST00462,Business,256987.76,14.35,48.0,2025-03-23,53,Active
LN000389,CUST00285,Education,32041.31,14.36,36.0,2025-06-28,79,Active
LN000390,CUST01095,Personal,606123.48,8.62,24.0,2025-11-21,0,Active
LN000391,CUST01133,Education,96629.02,11.77,60.0,2026-04-30,0,Active
LN000393,CUST00801,Education,116034.01,11.39,12.0,2026-02-08,0,Active
LN000394,CUST00422,Business,409937.76,14.7,60.0,2025-03-16,0,Active
LN000395,CUST00940,Auto,787068.31,9.6,6.0,2025-11-07,0,Active
LN000396,CUST01166,Education,1030416.43,19.61,24.0,2025-02-15,0,Closed
LN000397,CUST00610,Auto,721466.66,16.83,60.0,2024-09-12,0,Active
LN000398,CUST00376,Business,28465.21,9.42,6.0,2024-10-27,2,Active
LN000399,CUST00598,Auto,31300.2,15.77,48.0,2026-03-25,74,Active
LN000400,CUST00216,Home,45290.57,17.5,60.0,2024-04-08,0,Active
LN000401,CUST00946,Business,627062.69,11.85,48.0,2025-06-15,43,Closed
LN000402,CUST00951,Personal,598981.4,17.27,6.0,2025-02-14,0,Active
LN000403,CUST00331,Education,141716.48,12.45,6.0,2024-01-25,0,Active
LN000404,CUST00023,Business,18547.07,15.29,12.0,2025-08-26,0,Active
LN000405,CUST00098,Personal,46719.98,9.92,36.0,2024-02-22,0,Active
LN000406,CUST00414,Auto,119377.29,12.01,12.0,2025-05-14,0,Active
LN000407,CUST00130,Auto,40733.99,11.01,60.0,2026-02-23,2,Active
LN000408,CUST00389,Business,41635.66,17.75,36.0,2025-11-01,64,Active
LN000409,CUST00648,Business,34356.14,11.87,12.0,2025-04-29,0,Active
LN000410,CUST00448,Education,712331.51,13.28,60.0,2025-07-28,0,Active
LN000411,CUST01166,Education,127712.23,20.84,6.0,2025-09-17,0,Active
LN000412,CUST00273,Home,493079.67,15.33,48.0,2025-12-04,214,Closed
LN000413,CUST01047,Education,9615.56,13.8,12.0,2024-05-03,1,Active
LN000414,CUST00878,Personal,91938.25,20.09,6.0,2024-09-05,0,Active
LN000415,CUST00488,Home,43644.39,18.6,24.0,2024-09-27,0,Active
LN000416,CUST00850,Personal,12216.44,17.59,18.0,2024-02-20,0,Active
LN000417,CUST00509,Auto,15331.92,10.09,48.0,2024-06-19,13,Active
LN000418,CUST01007,Auto,41486.98,18.39,6.0,2025-11-16,65,Closed
LN000419,CUST00484,Business,8759.95,8.76,24.0,2026-03-13,0,Active
LN000420,CUST00585,Auto,15869.16,13.28,48.0,2025-02-27,0,Active
LN000421,CUST00344,Education,383479.37,16.7,24.0,2025-03-07,14,Active
LN000422,CUST00782,Home,210618.77,11.66,60.0,2026-03-08,5,Active
LN000423,CUST00581,Business,1157855.94,16.02,36.0,2024-11-03,0,Active
LN000424,CUST00027,Home,29340.73,17.9,48.0,2024-05-15,0,Active
LN000425,CUST01003,Personal,330278.6,14.06,36.0,2024-08-14,0,Closed
LN000426,CUST00398,Home,812989.87,10.06,60.0,2025-09-13,0,Active
LN000427,CUST00869,Business,20174.3,10.43,12.0,2025-09-22,0,Active
LN000428,CUST00303,Auto,366564.72,20.59,24.0,2024-09-20,0,Active
LN000429,CUST00190,Business,23867.22,8.74,24.0,2024-06-03,29,Closed
LN000430,CUST00875,Education,222498.2,16.07,18.0,2024-06-23,188,Written Off
LN000431,CUST00183,Home,101695.44,8.63,36.0,2024-08-19,39,Active
LN000432,CUST00345,Personal,712439.43,19.59,6.0,2026-05-31,44,Active
LN000433,CUST00768,Auto,129632.4,19.19,12.0,2024-06-11,0,Active
LN000434,CUST00412,Auto,78668.23,20.41,12.0,2024-04-25,0,Active
LN000435,CUST00341,Business,80620.27,19.35,6.0,2025-08-05,0,Closed
LN000436,CUST00207,Personal,137230.62,20.34,24.0,2026-03-31,26,Active
LN000437,CUST01066,Home,718849.01,9.4,24.0,2025-01-20,11,Active
LN000438,CUST00740,Education,21896.1,19.35,24.0,2025-04-19,0,Active
LN000439,CUST00823,Personal,30157.67,12.84,12.0,2024-01-28,28,Active
LN000441,CUST00660,Personal,68044.65,17.37,18.0,2024-08-22,174,Active
LN000442,CUST00167,Personal,158781.87,17.43,24.0,2025-03-20,10,Active
LN000443,CUST01034,Personal,82918.62,18.93,24.0,2026-01-22,0,Active
LN000444,CUST00914,Education,91294.49,16.38,48.0,2025-01-24,0,Active
LN000445,CUST00891,Home,41135.09,15.49,12.0,2026-05-03,85,Active
LN000446,CUST00253,Business,32921.32,18.52,36.0,2026-01-13,0,Active
LN000447,CUST00133,Business,45068.43,18.62,24.0,2025-06-15,26,Active
LN000448,CUST00237,Personal,946651.09,17.33,6.0,2026-03-04,0,Active
LN000449,CUST00261,Personal,757747.09,10.61,36.0,2025-05-08,0,Active
LN000450,CUST00748,Education,17192.42,11.23,12.0,2024-03-08,19,Active
LN000451,CUST00297,Business,403575.66,14.24,12.0,2024-01-26,5,Active
LN000452,CUST00071,Education,13456.42,9.54,18.0,2025-07-09,122,Active
LN000453,CUST00442,Business,551938.7,17.4,48.0,2025-08-07,0,Active
LN000454,CUST00461,Auto,36156.15,12.06,6.0,2024-05-09,54,Active
LN000455,CUST00045,Business,19603.03,12.14,18.0,2025-04-26,12,Active
LN000456,CUST00400,Personal,14842.2,16.54,24.0,2024-11-17,0,Active
LN000457,CUST00623,Education,845067.39,19.0,12.0,2024-07-31,0,Active
LN000458,CUST00401,Home,8977.32,17.94,6.0,2024-08-04,19,Active
LN000459,CUST00875,Personal,6401.71,12.0,12.0,2024-01-22,0,Active
LN000460,CUST00694,Business,15952.85,16.02,12.0,2025-03-14,0,Active
LN000461,CUST00354,Personal,19536.23,20.62,24.0,2024-04-29,58,Active
LN000462,CUST00024,Personal,135455.36,21.95,6.0,2026-02-02,0,Active
LN000463,CUST01173,Personal,1037114.92,16.29,48.0,2025-08-25,36,Active
LN000464,CUST00257,Education,28743.27,12.91,6.0,2025-07-03,0,Active
LN000465,CUST01086,Education,996998.31,21.97,36.0,2026-03-28,0,Active
LN000466,CUST00241,Auto,51394.54,10.26,48.0,2024-09-26,0,Active
LN000467,CUST00331,Personal,22915.37,16.14,18.0,2024-11-03,0,Active
LN000468,CUST00001,Education,60661.14,8.69,6.0,2025-07-29,70,Active
LN000469,CUST01071,Education,804930.24,9.03,36.0,2024-09-19,0,Closed
LN000470,CUST00614,Education,128825.55,16.93,36.0,2026-01-15,0,Active
LN000471,CUST00523,Auto,766283.33,21.87,48.0,2025-05-07,0,Closed
LN000472,CUST01098,Home,118374.92,13.75,48.0,2026-03-21,140,Active
LN000473,CUST00336,Home,776694.47,21.04,12.0,2024-02-11,202,Written Off
LN000474,CUST01089,Business,64447.69,21.94,36.0,2024-07-01,0,Active
LN000475,CUST00463,Business,831984.38,18.15,6.0,2026-05-22,147,Active
LN000476,CUST00628,Business,25464.4,17.61,60.0,2024-02-11,0,Active
LN000477,CUST00203,Business,108079.11,10.76,18.0,2025-12-09,0,Active
LN000478,CUST00825,Home,875428.18,17.26,12.0,2024-10-03,0,Active
LN000479,CUST00548,Home,55787.47,16.59,48.0,2024-05-20,8,Active
LN000480,CUST00725,Home,890396.1,17.51,18.0,2025-01-03,77,Active
LN000481,CUST00179,Home,328214.85,19.02,60.0,2025-04-11,51,Closed
LN000482,CUST00118,Education,99260.67,19.34,18.0,2024-05-01,86,Active
LN000483,CUST00280,Education,712731.83,13.93,24.0,2025-01-08,13,Closed
LN000484,CUST00871,Home,17465.56,20.94,48.0,2024-12-01,0,Active
LN000485,CUST01082,Education,20971.61,9.2,6.0,2024-09-16,0,Active
LN000486,CUST00359,Auto,24126.69,16.69,60.0,2025-05-22,0,Active
LN000487,CUST00232,Education,1077060.56,11.35,12.0,2024-07-06,58,Active
LN000488,CUST01165,Education,1080398.11,18.46,18.0,2025-10-22,32,Active
LN000489,CUST00013,Home,49875.71,8.91,18.0,2025-02-15,0,Closed
LN000490,CUST00208,Personal,803762.06,14.78,24.0,2025-01-14,0,Active
LN000491,CUST00513,Home,130160.43,9.4,24.0,2025-02-05,0,Active
LN000493,CUST00227,Auto,31063.45,11.35,6.0,2025-08-14,0,Active
LN000494,CUST00982,Business,17085.3,9.86,6.0,2025-09-02,0,Active
LN000495,CUST00819,Business,48788.46,18.75,48.0,2024-05-19,0,Active
LN000497,CUST00170,Auto,464352.54,10.25,36.0,2025-09-21,6,Active
LN000498,CUST00507,Auto,35329.74,9.34,24.0,2024-02-12,0,Active
LN000499,CUST00387,Auto,11611.49,13.13,48.0,2024-08-26,0,Active
LN000500,CUST00874,Personal,132405.66,15.04,12.0,2024-09-08,43,Active
LN000501,CUST00689,Education,741578.78,10.35,6.0,2025-01-27,0,Closed
LN000502,CUST00857,Auto,95490.88,16.92,6.0,2025-07-09,0,Closed
LN000503,CUST00207,Business,662226.03,14.7,18.0,2025-11-24,0,Active
LN000504,CUST00267,Home,1013500.27,14.15,48.0,2025-05-28,19,Active
LN000505,CUST00787,Education,79596.09,17.51,12.0,2026-02-13,0,Active
LN000506,CUST00913,Education,121016.41,15.76,36.0,2026-03-17,0,Active
LN000507,CUST00090,Education,129214.05,13.51,24.0,2025-11-17,29,Active
LN000508,CUST00750,Personal,663862.16,15.15,48.0,2024-08-26,63,Active
LN000509,CUST00342,Auto,21263.17,20.11,48.0,2025-08-25,0,Active
LN000510,CUST00815,Education,494644.76,18.79,36.0,2024-06-30,133,Active
LN000511,CUST00557,Auto,36380.26,10.87,6.0,2025-11-25,19,Active
LN000512,CUST01076,Auto,758280.19,17.2,60.0,2025-07-26,0,Active
LN000513,CUST00598,Home,49877.47,17.43,12.0,2024-08-16,69,Active
LN000514,CUST00431,Home,13337.17,12.26,6.0,2026-02-03,12,Active
LN000515,CUST00274,Home,341979.67,12.36,18.0,2024-09-13,93,Active
LN000516,CUST00033,Education,30706.72,10.43,60.0,2024-07-28,0,Active
LN000517,CUST01129,Auto,68691.27,9.67,24.0,2024-02-16,0,Active
LN000518,CUST00914,Business,92382.04,10.86,48.0,2024-05-15,0,Active
LN000519,CUST00361,Auto,107459.4,20.3,24.0,2024-10-26,1,Active
LN000520,CUST00385,Business,52456.96,20.25,6.0,2026-01-06,0,Active
LN000521,CUST00025,Business,38761.96,10.55,24.0,2026-02-19,0,Active
LN000522,CUST00509,Education,79582.07,15.06,12.0,2025-08-31,0,Active
LN000523,CUST00694,Auto,18115.74,11.3,12.0,2026-03-06,0,Active
LN000524,CUST00317,Home,50959.06,14.8,36.0,2026-04-05,4,Closed
LN000525,CUST00851,Personal,118874.83,14.3,12.0,2026-05-31,0,Active
LN000526,CUST00788,Personal,39625.2,13.87,60.0,2024-05-30,0,Active
LN000527,CUST00157,Home,6370.87,11.26,6.0,2025-06-25,90,Closed
LN000528,CUST00686,Business,32680.81,20.79,48.0,2025-11-28,0,Active
LN000529,CUST00213,Home,676339.43,8.97,48.0,2025-01-06,86,Active
LN000530,CUST00305,Auto,42763.12,10.67,18.0,2026-01-02,0,Active
LN000531,CUST01184,Auto,621490.71,9.17,18.0,2024-05-18,0,Active
LN000532,CUST00869,Education,267172.65,12.29,24.0,2024-06-21,41,Active
LN000533,CUST01126,Business,548739.1,13.79,36.0,2024-11-27,0,Active
LN000534,CUST01184,Auto,39774.71,11.7,48.0,2024-02-22,8,Active
LN000535,CUST00971,Home,108061.11,13.73,6.0,2026-02-09,0,Active
LN000536,CUST01130,Auto,170113.26,15.58,12.0,2025-09-26,0,Active
LN000537,CUST00054,Personal,20528.77,8.91,18.0,2025-03-24,22,Active
LN000538,CUST00301,Auto,851261.3,12.08,6.0,2026-01-08,0,Active
LN000539,CUST00287,Home,19289.74,19.95,48.0,2024-12-08,0,Active
LN000541,CUST00931,Home,5462.8,18.17,60.0,2024-06-03,77,Active
LN000542,CUST00189,Auto,49554.9,12.71,12.0,2025-05-11,0,Closed
LN000543,CUST00159,Home,24925.92,12.02,24.0,2025-02-07,13,Active
LN000544,CUST00399,Personal,1026300.38,11.01,6.0,2026-02-10,0,Active
LN000545,CUST00219,Personal,68426.16,9.75,36.0,2025-10-28,40,Active
LN000546,CUST00175,Education,11771.25,21.57,24.0,2024-10-31,214,Closed
LN000547,CUST00731,Auto,676593.86,14.86,36.0,2025-04-20,0,Active
LN000548,CUST00679,Personal,938735.99,16.3,36.0,2024-05-03,0,Active
LN000549,CUST00077,Business,1008278.24,9.25,12.0,2025-12-18,0,Active
LN000550,CUST00289,Education,34858.56,14.05,36.0,2025-12-19,224,Written Off
LN000551,CUST00738,Business,45300.33,20.77,6.0,2025-03-17,0,Active
LN000552,CUST01019,Auto,60804.15,11.07,6.0,2024-02-28,40,Active
LN000553,CUST00193,Home,509213.0,19.72,12.0,2025-07-15,0,Active
LN000554,CUST00944,Business,921672.14,12.39,18.0,2025-02-02,5,Active
LN000555,CUST00588,Education,464939.17,14.36,60.0,2025-04-09,65,Active
LN000556,CUST00171,Business,29601.31,20.68,36.0,2025-04-04,0,Active
LN000557,CUST00502,Personal,34639.76,21.08,36.0,2024-02-12,0,Active
LN000558,CUST00457,Personal,744935.52,20.63,48.0,2025-02-13,0,Active
LN000559,CUST00370,Business,5486.5,19.66,24.0,2026-02-11,0,Active
LN000560,CUST00976,Personal,124127.49,14.76,24.0,2025-08-20,0,Active
LN000561,CUST00779,Business,35432.18,9.41,18.0,2024-02-25,145,Closed
LN000562,CUST00553,Personal,925810.01,17.39,12.0,2024-08-20,0,Active
LN000563,CUST00860,Home,12763.57,16.17,48.0,2025-10-25,0,Closed
LN000564,CUST00609,Business,58526.49,21.78,18.0,2025-11-10,0,Active
LN000565,CUST01169,Education,1168209.81,13.19,6.0,2024-02-10,50,Active
LN000566,CUST00649,Auto,26545.44,14.68,24.0,2025-12-29,0,Active
LN000567,CUST00008,Auto,794668.82,16.3,60.0,2024-01-31,21,Active
LN000568,CUST00861,Auto,41931.33,14.94,60.0,2024-11-19,7,Active
LN000569,CUST00030,Personal,530687.79,12.93,18.0,2024-02-19,0,Active
LN000570,CUST00934,Home,238922.76,15.01,18.0,2025-04-07,44,Active
LN000571,CUST00878,Education,382300.63,19.41,36.0,2025-12-02,0,Active
LN000572,CUST00581,Personal,25660.58,12.59,60.0,2024-09-04,117,Closed
LN000573,CUST01116,Education,141232.13,17.73,24.0,2024-08-22,2,Active
LN000574,CUST01130,Business,184292.01,14.0,12.0,2026-02-04,72,Active
LN000575,CUST00811,Auto,40958.45,16.09,60.0,2025-05-14,0,Active
LN000576,CUST00850,Business,23795.01,10.07,6.0,2025-09-27,0,Closed
LN000577,CUST00651,Business,1135406.27,9.54,36.0,2025-12-09,0,Active
LN000578,CUST01184,Business,728196.55,19.75,48.0,2026-01-21,135,Active
LN000579,CUST00259,Education,21805.61,11.95,48.0,2026-01-31,57,Active
LN000580,CUST00661,Personal,33763.66,17.62,6.0,2026-02-26,0,Active
LN000581,CUST00162,Auto,22786.67,10.95,6.0,2025-05-06,182,Written Off
LN000582,CUST00503,Business,6886.18,14.16,60.0,2024-03-25,52,Closed
LN000583,CUST01187,Education,41866.48,11.62,24.0,2026-02-08,0,Active
LN000584,CUST00741,Business,85315.55,11.48,6.0,2025-04-27,44,Closed
LN000585,CUST00769,Auto,1131019.32,17.08,24.0,2024-08-22,0,Closed
LN000586,CUST00065,Business,101876.69,15.67,18.0,2025-06-15,230,Closed
LN000587,CUST00061,Education,37917.34,19.63,36.0,2026-05-09,37,Active
LN000588,CUST00451,Auto,39036.71,19.9,48.0,2024-05-17,0,Active
LN000589,CUST00603,Business,547992.51,11.89,60.0,2024-04-29,0,Active
LN000590,CUST00576,Education,658221.6,12.66,36.0,2026-02-16,0,Active
LN000591,CUST00868,Home,6767.12,12.17,18.0,2024-04-27,20,Active
LN000592,CUST00132,Education,1177272.53,13.83,6.0,2025-12-12,0,Active
LN000593,CUST01087,Personal,513096.4,19.37,6.0,2025-04-20,0,Active
LN000595,CUST00659,Business,148743.2,17.4,6.0,2024-11-03,0,Active
LN000596,CUST00154,Business,47233.84,10.95,24.0,2024-08-09,0,Active
LN000597,CUST00563,Business,383809.88,15.88,6.0,2026-01-30,0,Active
LN000598,CUST01180,Auto,74235.14,14.14,18.0,2025-02-14,43,Closed
LN000599,CUST00034,Business,118446.79,13.81,6.0,2025-02-05,9,Active
LN000600,CUST01012,Home,34777.34,16.63,24.0,2026-04-14,15,Active
LN000601,CUST00211,Personal,41192.48,19.77,6.0,2025-10-15,0,Active
LN000602,CUST00181,Home,146709.78,20.22,60.0,2024-05-21,48,Active
LN000603,CUST00089,Personal,140440.29,9.03,18.0,2026-04-13,0,Active
LN000604,CUST00283,Auto,6289.36,16.37,6.0,2025-02-15,0,Active
LN000605,CUST00916,Education,18789.48,9.04,36.0,2026-01-27,0,Active
LN000606,CUST00989,Home,96485.79,15.85,18.0,2026-02-27,12,Active
LN000607,CUST00422,Business,17217.14,20.71,6.0,2026-03-14,0,Closed
LN000608,CUST00215,Education,727361.99,14.25,60.0,2025-10-31,47,Active
LN000609,CUST00316,Auto,15094.34,11.55,12.0,2026-02-13,73,Active
LN000610,CUST00385,Auto,126249.69,14.58,24.0,2025-08-21,28,Active
LN000611,CUST00226,Auto,63869.06,11.35,24.0,2026-05-16,0,Active
LN000612,CUST01128,Auto,117820.88,14.47,24.0,2025-06-04,0,Active
LN000613,CUST00201,Business,63472.15,10.68,24.0,2024-08-06,0,Active
LN000614,CUST01063,Personal,995703.95,10.58,48.0,2026-02-10,4,Active
LN000615,CUST00135,Auto,21248.36,14.01,18.0,2026-02-18,83,Active
LN000616,CUST00550,Auto,209514.45,13.79,12.0,2025-11-03,0,Active
LN000617,CUST01031,Home,33867.7,12.01,24.0,2024-09-02,53,Active
LN000618,CUST00933,Business,135191.19,11.6,48.0,2026-05-19,0,Closed
LN000619,CUST00020,Education,35257.27,19.65,24.0,2025-06-06,0,Active
LN000620,CUST00596,Auto,107501.98,10.61,36.0,2024-12-11,55,Closed
LN000621,CUST00719,Business,35207.19,12.15,48.0,2025-09-11,0,Active
LN000622,CUST01061,Business,12029.07,21.84,36.0,2024-01-20,0,Active
LN000623,CUST00452,Business,34674.03,16.3,18.0,2026-01-07,0,Active
LN000624,CUST00183,Personal,132593.2,16.86,48.0,2025-05-11,230,Written Off
LN000625,CUST00544,Business,19862.81,16.12,18.0,2025-06-09,9,Active
LN000626,CUST00252,Education,361604.8,17.8,24.0,2024-03-09,179,Active
LN000627,CUST00956,Home,40078.25,8.72,36.0,2025-12-30,22,Active
LN000629,CUST00103,Home,370834.48,11.92,18.0,2026-01-11,47,Active
LN000630,CUST00555,Business,132523.11,21.72,12.0,2024-05-12,3,Active
LN000631,CUST00792,Home,1039231.59,17.63,6.0,2025-04-19,80,Active
LN000632,CUST01185,Auto,97251.44,16.27,60.0,2024-07-02,0,Active
LN000633,CUST00945,Business,39586.16,11.55,24.0,2025-11-26,0,Active
LN000634,CUST00733,Business,394999.46,18.59,24.0,2025-06-04,0,Active
LN000635,CUST00863,Education,48432.81,16.68,12.0,2024-04-19,86,Active
LN000636,CUST01159,Business,197246.66,13.11,60.0,2026-04-08,0,Active
LN000637,CUST00112,Personal,82208.69,14.78,18.0,2026-04-06,0,Closed
LN000638,CUST00125,Education,21778.71,8.88,36.0,2024-05-04,2,Active
LN000639,CUST00280,Auto,102078.79,10.86,48.0,2024-07-10,0,Active
LN000640,CUST00412,Auto,58471.16,9.18,6.0,2026-03-25,4,Active
LN000641,CUST01036,Personal,755725.26,15.25,6.0,2025-04-27,0,Active
LN000642,CUST00534,Education,32041.04,13.1,24.0,2024-07-04,0,Active
LN000643,CUST00493,Education,139244.85,18.15,48.0,2024-12-25,0,Active
LN000644,CUST00753,Business,36402.48,20.65,24.0,2025-08-24,4,Active
LN000645,CUST00247,Education,35583.49,21.27,6.0,2025-04-29,0,Active
LN000646,CUST00727,Business,58457.13,11.44,48.0,2025-02-07,0,Active
LN000647,CUST00715,Education,31705.76,8.72,24.0,2024-12-11,0,Active
LN000648,CUST00287,Home,489706.93,16.01,60.0,2024-03-20,63,Active
LN000649,CUST00370,Education,9248.85,19.73,36.0,2024-06-06,0,Active
LN000650,CUST00827,Auto,139391.68,13.93,6.0,2026-04-16,0,Active
LN000651,CUST00475,Personal,10319.84,8.5,12.0,2024-03-09,66,Active
LN000652,CUST00127,Personal,16451.66,8.67,6.0,2025-09-18,33,Active
LN000653,CUST00357,Business,1043708.27,16.14,48.0,2026-02-11,0,Active
LN000654,CUST00897,Auto,29699.28,13.63,12.0,2025-08-13,14,Active
LN000655,CUST00198,Auto,98927.59,9.78,60.0,2026-04-28,72,Active
LN000656,CUST01082,Auto,251477.08,21.83,60.0,2025-11-19,16,Active
LN000657,CUST00138,Business,708465.35,21.94,48.0,2025-03-21,49,Closed
LN000658,CUST00473,Home,95752.88,12.63,36.0,2024-09-24,0,Active
LN000659,CUST00733,Personal,72351.48,12.76,18.0,2025-12-22,0,Active
LN000660,CUST00117,Education,10774.66,16.31,6.0,2024-06-17,0,Active
LN000661,CUST00535,Personal,110144.88,20.28,60.0,2025-06-24,0,Active
LN000662,CUST00128,Education,84994.67,11.02,6.0,2025-01-12,83,Active
LN000663,CUST00853,Personal,24936.52,16.83,36.0,2024-05-05,76,Active
LN000664,CUST01040,Business,130494.71,21.51,18.0,2024-08-05,0,Active
LN000665,CUST00054,Business,34045.79,15.81,36.0,2024-12-01,24,Closed
LN000666,CUST00257,Education,209878.26,16.41,24.0,2024-06-13,0,Active
LN000667,CUST00397,Auto,395427.83,19.57,6.0,2025-03-11,0,Active
LN000668,CUST01099,Personal,36018.97,11.91,60.0,2026-04-16,38,Active
LN000669,CUST00090,Auto,794319.8,19.43,36.0,2025-06-08,124,Active
LN000670,CUST00513,Home,21417.01,17.15,24.0,2025-11-03,88,Active
LN000671,CUST00600,Home,36578.22,16.01,36.0,2025-09-24,0,Active
LN000672,CUST00996,Auto,1106906.15,12.76,12.0,2026-03-13,47,Active
LN000673,CUST00291,Business,27394.58,12.97,48.0,2025-10-04,15,Active
LN000674,CUST00787,Personal,565734.09,14.63,6.0,2024-02-05,0,Active
LN000675,CUST00091,Auto,73596.36,10.13,24.0,2025-11-03,18,Closed
LN000676,CUST00054,Home,22002.76,9.34,18.0,2024-04-20,49,Active
LN000677,CUST00876,Personal,12286.54,17.38,60.0,2024-05-09,48,Active
LN000678,CUST01096,Education,624326.45,13.91,36.0,2025-03-24,39,Active
LN000679,CUST00271,Home,34969.0,13.73,60.0,2025-08-18,0,Active
LN000681,CUST00542,Personal,125784.03,21.39,24.0,2025-03-04,0,Active
LN000682,CUST00447,Personal,651287.0,16.35,36.0,2026-04-03,0,Active
LN000683,CUST00566,Auto,504988.63,13.79,12.0,2025-01-11,5,Active
LN000684,CUST00378,Business,14397.39,9.29,60.0,2024-12-30,2,Active
LN000685,CUST00528,Home,91807.6,16.29,60.0,2024-07-07,0,Closed
LN000686,CUST00232,Auto,29312.55,9.57,12.0,2026-03-14,0,Active
LN000687,CUST00580,Education,93560.57,12.5,18.0,2026-05-07,41,Active
LN000688,CUST00603,Home,24474.72,16.54,12.0,2026-05-01,0,Active
LN000689,CUST00642,Education,38981.01,16.42,60.0,2024-05-30,53,Active
LN000690,CUST00308,Personal,234196.09,17.01,48.0,2024-04-12,90,Active
LN000691,CUST00857,Education,17468.12,21.2,6.0,2024-05-12,50,Active
LN000692,CUST01179,Auto,1068890.3,10.89,18.0,2025-09-25,42,Active
LN000693,CUST00912,Personal,23244.03,15.47,18.0,2025-04-08,0,Active
LN000694,CUST00920,Auto,1132734.11,15.0,36.0,2025-10-09,68,Active
LN000695,CUST00534,Personal,1148059.46,21.76,18.0,2025-06-17,0,Active
LN000696,CUST00406,Auto,31197.18,10.28,6.0,2025-02-22,0,Active
LN000697,CUST00259,Personal,77181.23,9.24,24.0,2024-01-30,3,Active
LN000698,CUST00726,Education,97929.95,11.42,48.0,2025-04-16,0,Active
LN000699,CUST00221,Home,41921.94,19.66,6.0,2026-04-16,90,Active
LN000700,CUST00978,Auto,40990.25,15.99,48.0,2026-01-15,19,Active
LN000701,CUST00758,Business,40298.25,16.58,24.0,2024-08-06,0,Active
LN000702,CUST00476,Personal,1155843.15,16.67,18.0,2025-01-12,29,Active
LN000703,CUST00787,Auto,806933.33,11.0,12.0,2024-04-17,0,Active
LN000704,CUST00570,Personal,39366.15,15.57,18.0,2024-09-09,0,Active
LN000705,CUST00347,Personal,849848.08,14.46,36.0,2025-09-09,82,Active
LN000706,CUST00346,Education,41237.68,13.72,6.0,2024-09-27,0,Active
LN000707,CUST00578,Business,28026.84,15.02,48.0,2025-03-22,0,Active
LN000708,CUST00246,Home,1031103.94,15.33,24.0,2025-03-16,0,Active
LN000709,CUST00162,Personal,30823.96,16.14,12.0,2024-03-11,0,Active
LN000710,CUST00152,Personal,48190.6,9.16,18.0,2024-06-27,0,Active
LN000711,CUST00073,Auto,13337.46,15.81,6.0,2024-08-28,0,Active
LN000712,CUST00311,Business,197864.42,19.87,12.0,2024-02-19,0,Active
LN000713,CUST00439,Business,58559.62,10.21,6.0,2025-03-14,7,Active
LN000714,CUST01196,Business,36026.89,13.33,18.0,2024-08-17,0,Active
LN000715,CUST00994,Business,868529.96,10.42,48.0,2024-03-08,18,Active
LN000716,CUST00589,Auto,732468.39,8.56,18.0,2025-03-01,4,Active
LN000717,CUST00816,Business,23485.5,15.11,60.0,2026-01-21,58,Active
LN000718,CUST01040,Personal,74007.59,10.89,24.0,2024-03-22,11,Active
LN000719,CUST00817,Business,1154556.46,18.34,18.0,2026-04-07,11,Active
