transaction_id,loan_id,payment_date,amount_paid,payment_method
TXN0003685,LN000588,2025-07-09,804.81,Cheque
TXN0003686,LN000588,2026-03-02,576.3,UPI
TXN0003687,LN000588,2026-04-12,761.51,Cash
TXN0003688,LN000588,2025-04-08,834.71,Cash
TXN0003689,LN000588,2026-04-18,636.72,NEFT
TXN0003690,LN000588,2024-08-19,766.72,NEFT
TXN0003691,LN000589,2025-11-09,9510.28,NACH
TXN0003692,LN000590,2025-08-07,18956.73,Cash
TXN0003693,LN000590,2024-09-29,14302.15,UPI
TXN0003694,LN000590,2025-11-28,13440.81,Cash
TXN0003695,LN000590,2025-01-04,13747.67,Cash
TXN0003696,LN000590,2026-01-08,17291.34,Cheque
TXN0003697,LN000590,2026-01-02,17443.15,Cash
TXN0003698,LN000590,2025-03-11,17113.44,NACH
TXN0003699,LN000590,2024-11-17,14949.44,Cash
TXN0003700,LN000591,2026-03-25,285.5,Cheque
TXN0003701,LN000591,2025-12-31,339.58,Cheque
TXN0003702,LN000591,2025-08-30,326.81,NEFT
TXN0003703,LN000591,2025-08-04,359.07,UPI
TXN0003704,LN000591,2024-10-20,321.24,NEFT
TXN0003705,LN000591,2025-01-13,307.72,Cheque
TXN0003706,LN000592,2026-03-08,157502.88,Cheque
TXN0003707,LN000592,2025-10-18,151871.02,UPI
TXN0003708,LN000593,2025-03-17,67815.2,Cash
TXN0003709,LN000593,2026-05-24,62699.58,Cheque
TXN0003710,LN000593,2025-01-02,70242.9,NACH
TXN0003711,LN000593,2025-01-30,60955.81,UPI
TXN0003712,LN000593,2025-11-14,65440.73,Cheque
TXN0003713,LN000593,2025-12-31,82212.55,Cash
TXN0003714,LN000595,2025-10-19,20177.36,Cheque
TXN0003715,LN000596,2025-12-05,1837.96,UPI
TXN0003716,LN000596,2024-11-16,1871.47,UPI
TXN0003717,LN000596,2025-06-27,1777.99,UPI
TXN0003718,LN000596,2026-05-07,2038.03,Cheque
TXN0003719,LN000596,2025-07-20,1392.42,Cash
TXN0003720,LN000596,2024-09-15,1886.46,UPI
TXN0003721,LN000596,2026-06-23,2038.1,UPI
TXN0003722,LN000597,2026-02-02,64083.14,Cash
TXN0003723,LN000597,2025-01-09,48536.75,Cash
TXN0003724,LN000597,2025-01-23,52094.97,Cash
TXN0003725,LN000597,2025-10-17,48638.83,Cash
TXN0003726,LN000597,2025-11-22,58240.45,Cash
TXN0003727,LN000597,2025-07-13,60722.93,Cheque
TXN0003728,LN000597,2025-12-23,51876.75,Cash
TXN0003729,LN000597,2025-12-19,56856.78,NACH
TXN0003730,LN000597,2024-11-22,60246.77,Cheque
TXN0003731,LN000597,2026-01-02,54211.16,UPI
TXN0003732,LN000597,2026-06-30,63898.29,Cash
TXN0003733,LN000598,2025-10-17,4000.62,NACH
TXN0003734,LN000598,2025-07-16,2980.26,Cheque
TXN0003735,LN000598,2024-10-11,3783.49,UPI
TXN0003737,LN000598,2025-11-05,3691.67,Cheque
TXN0003738,LN000598,2026-01-19,4268.15,NEFT
TXN0003740,LN000598,2025-03-30,3470.82,NEFT
TXN0003741,LN000598,2025-06-06,3307.71,Cheque
TXN0003742,LN000598,2025-01-31,3225.27,NEFT
TXN0003743,LN000599,2025-12-13,17498.15,UPI
TXN0003744,LN000599,2026-04-30,14608.18,NEFT
TXN0003745,LN000600,2024-12-28,1292.92,Cheque
TXN0003746,LN000600,2025-11-27,1015.02,Cheque
TXN0003747,LN000600,2024-08-03,1178.59,NEFT
TXN0003748,LN000600,2026-01-02,1125.89,UPI
TXN0003749,LN000600,2025-06-25,1506.92,NEFT
TXN0003750,LN000600,2024-09-02,1383.18,Cheque
TXN0003751,LN000600,2024-08-19,1191.68,UPI
TXN0003752,LN000601,2025-10-24,5028.88,NACH
TXN0003753,LN000601,2026-05-19,6047.6,NACH
TXN0003754,LN000601,2026-01-26,5318.68,NEFT
TXN0003755,LN000601,2025-11-30,6094.77,Cash
TXN0003756,LN000602,2024-08-16,2426.52,Cash
TXN0003757,LN000602,2026-03-30,2238.61,Cash
TXN0003758,LN000602,2024-09-01,2254.01,UPI
TXN0003759,LN000602,2025-11-08,2174.63,NACH
TXN0003760,LN000602,2026-03-22,2505.17,Cash
TXN0003761,LN000603,2025-12-29,8006.39,UPI
TXN0003762,LN000603,2025-08-09,6861.7,Cheque
TXN0003763,LN000603,2024-12-31,6296.53,Cheque
TXN0003764,LN000603,2025-06-08,6716.6,UPI
TXN0003765,LN000603,2026-04-14,5971.02,NACH
TXN0003766,LN000603,2025-01-07,7199.29,Cash
TXN0003767,LN000603,2025-05-02,6827.21,NACH
TXN0003768,LN000604,2025-05-28,771.66,NACH
TXN0003769,LN000604,2024-09-16,806.27,NACH
TXN0003770,LN000604,2025-07-22,909.73,UPI
TXN0003771,LN000605,2025-06-07,527.49,UPI
TXN0003772,LN000605,2026-06-06,468.82,Cash
TXN0003773,LN000606,2025-09-09,5030.86,Cheque
TXN0003774,LN000606,2025-11-16,4388.28,UPI
TXN0003775,LN000606,2026-05-04,4824.26,UPI
TXN0003776,LN000606,2025-11-26,4591.56,NEFT
TXN0003777,LN000606,2025-10-13,4988.83,NACH
TXN0003778,LN000606,2024-09-11,3847.11,NACH
TXN0003779,LN000606,2024-10-07,4677.71,NEFT
TXN0003780,LN000606,2024-08-22,4307.54,NACH
TXN0003781,LN000606,2026-05-30,4364.18,Cash
TXN0003782,LN000607,2025-07-18,2973.74,UPI
TXN0003783,LN000607,2026-02-26,2192.15,Cash
TXN0003784,LN000607,2024-11-19,2321.26,Cheque
TXN0003785,LN000607,2026-04-24,2520.77,UPI
TXN0003786,LN000607,2024-12-12,2875.43,UPI
TXN0003787,LN000607,2025-12-30,2427.14,UPI
TXN0003788,LN000607,2025-01-27,2755.75,NEFT
TXN0003789,LN000607,2025-12-27,2868.75,NACH
TXN0003790,LN000607,2024-08-03,2320.02,Cheque
TXN0003791,LN000608,2024-12-17,10152.31,NACH
TXN0003792,LN000608,2025-04-29,9998.74,NEFT
TXN0003793,LN000608,2026-05-15,12019.65,Cheque
TXN0003794,LN000608,2025-11-09,8674.05,UPI
TXN0003795,LN000608,2026-04-27,9794.5,UPI
TXN0003796,LN000608,2026-05-06,11368.58,UPI
TXN0003797,LN000608,2026-01-09,10885.04,Cheque
TXN0003798,LN000609,2025-10-17,1072.58,NEFT
TXN0003799,LN000609,2025-10-28,1118.21,NEFT
TXN0003800,LN000609,2025-09-01,967.49,NACH
TXN0003801,LN000609,2024-08-04,1070.13,UPI
TXN0003802,LN000609,2025-10-10,1101.38,UPI
TXN0003803,LN000609,2026-01-23,1277.25,NEFT
TXN0003804,LN000609,2026-06-11,995.33,UPI
TXN0003805,LN000609,2025-05-06,1262.56,Cheque
TXN0003806,LN000610,2024-08-28,4868.42,UPI
TXN0003807,LN000610,2026-05-14,3719.73,NEFT
TXN0003808,LN000610,2026-05-03,5016.43,Cheque
TXN0003809,LN000610,2025-02-08,3747.74,NACH
TXN0003810,LN000610,2025-08-12,5518.6,NACH
TXN0003811,LN000610,2025-03-10,5288.93,Cash
TXN0003812,LN000610,2026-05-08,4229.73,Cash
TXN0003813,LN000611,2025-11-05,2102.61,NEFT
TXN0003814,LN000611,2026-02-23,2218.13,Cash
TXN0003815,LN000611,2026-06-20,2194.59,NACH
TXN0003816,LN000611,2025-05-23,2209.65,NEFT
TXN0003817,LN000611,2025-09-20,2159.3,NEFT
TXN0003818,LN000611,2025-02-17,2441.39,UPI
TXN0003819,LN000611,2024-10-25,2015.85,Cash
TXN0003820,LN000611,2025-04-03,2650.81,UPI
TXN0003821,LN000611,2026-05-02,2619.54,Cheque
TXN0003822,LN000611,2025-10-04,2306.65,NACH
TXN0003823,LN000612,2026-06-29,4901.62,UPI
TXN0003824,LN000612,2025-02-02,3861.09,UPI
TXN0003826,LN000612,2025-11-21,4500.38,NEFT
TXN0003827,LN000612,2025-05-15,4223.23,NACH
TXN0003828,LN000612,2025-07-29,4410.95,Cash
TXN0003829,LN000612,2025-04-16,4981.7,Cash
TXN0003830,LN000612,2026-05-09,5102.99,UPI
TXN0003831,LN000612,2025-12-11,4526.57,Cash
TXN0003832,LN000613,2026-01-28,2558.51,Cheque
TXN0003833,LN000613,2025-10-19,1928.84,Cheque
TXN0003834,LN000613,2025-09-29,2000.03,UPI
TXN0003835,LN000613,2025-01-19,2529.95,UPI
TXN0003836,LN000613,2025-11-28,2250.56,NEFT
TXN0003837,LN000613,2024-10-25,2264.07,Cheque
TXN0003838,LN000614,2026-05-19,16761.28,NEFT
TXN0003839,LN000614,2025-12-20,18930.3,UPI
TXN0003840,LN000614,2025-03-08,15865.04,UPI
TXN0003841,LN000614,2026-03-27,19072.31,NACH
TXN0003842,LN000614,2025-02-15,15782.52,Cheque
TXN0003843,LN000614,2025-02-14,14984.08,UPI
TXN0003844,LN000614,2025-03-13,16919.19,NACH
TXN0003845,LN000615,2026-05-21,921.82,NEFT
TXN0003846,LN000615,2026-04-22,1193.62,NEFT
TXN0003847,LN000615,2025-05-28,849.03,Cheque
TXN0003848,LN000615,2025-11-04,899.29,NEFT
TXN0003849,LN000615,2026-05-29,1053.03,UPI
TXN0003850,LN000615,2025-07-14,1025.08,Cash
TXN0003851,LN000615,2024-12-23,845.27,NEFT
TXN0003852,LN000615,2026-06-10,829.32,Cheque
TXN0003853,LN000615,2025-02-07,1234.55,Cheque
TXN0003854,LN000615,2025-11-23,1098.53,NACH
TXN0003855,LN000616,2026-03-16,14454.62,NEFT
TXN0003856,LN000616,2024-08-22,15096.41,Cash
TXN0003857,LN000616,2025-04-22,13850.52,NEFT
TXN0003858,LN000617,2025-03-14,1158.14,UPI
TXN0003859,LN000617,2026-04-20,1308.37,NACH
TXN0003860,LN000617,2025-07-26,1423.83,Cash
TXN0003861,LN000617,2025-04-27,1078.75,Cash
TXN0003862,LN000617,2026-02-02,1402.86,Cash
TXN0003863,LN000617,2026-01-18,1047.84,NEFT
TXN0003864,LN000617,2026-02-03,1093.99,NEFT
TXN0003865,LN000617,2025-02-13,1006.17,NEFT
TXN0003866,LN000617,2025-01-25,1057.35,Cheque
TXN0003867,LN000618,2024-08-10,2875.78,NEFT
TXN0003868,LN000618,2026-06-04,2424.44,NEFT
TXN0003869,LN000618,2025-07-09,2048.1,NEFT
TXN0003870,LN000618,2025-12-15,2917.6,Cash
TXN0003871,LN000618,2025-09-19,2838.02,UPI
TXN0003872,LN000618,2026-02-24,2715.48,NEFT
TXN0003873,LN000618,2025-02-10,2891.72,NACH
TXN0003874,LN000618,2024-10-01,2188.53,Cheque
TXN0003876,LN000618,2026-05-01,2651.71,Cheque
TXN0003877,LN000619,2026-05-15,1475.54,UPI
TXN0003878,LN000619,2026-02-25,1438.08,NACH
TXN0003879,LN000619,2026-05-20,1206.49,Cash
TXN0003880,LN000619,2026-01-19,1426.51,NEFT
TXN0003881,LN000619,2026-01-01,1163.28,NEFT
TXN0003882,LN000619,2025-08-22,1197.29,UPI
TXN0003883,LN000619,2025-09-30,1083.82,Cheque
TXN0003884,LN000620,2024-10-25,3067.62,UPI
TXN0003885,LN000620,2024-09-11,2394.46,NEFT
TXN0003886,LN000620,2025-05-06,2634.45,Cash
TXN0003887,LN000620,2025-09-21,2499.32,Cash
TXN0003888,LN000620,2025-03-15,3093.6,NEFT
TXN0003889,LN000620,2025-10-24,2440.5,Cash
TXN0003890,LN000620,2025-08-04,2904.02,UPI
TXN0003891,LN000620,2026-02-04,2984.37,Cheque
TXN0003892,LN000620,2025-04-16,2545.6,Cash
TXN0003893,LN000620,2025-12-13,2485.57,Cash
TXN0003894,LN000621,2025-09-07,705.4,UPI
TXN0003895,LN000621,2026-01-20,747.79,Cheque
TXN0003896,LN000621,2026-05-14,707.24,Cheque
TXN0003897,LN000621,2025-05-08,571.74,Cash
TXN0003899,LN000621,2026-03-09,612.94,UPI
TXN0003900,LN000621,2025-03-08,661.36,NACH
TXN0003901,LN000621,2025-08-01,726.88,NACH
TXN0003902,LN000622,2025-12-30,255.93,Cash
TXN0003903,LN000622,2026-06-06,325.65,Cheque
TXN0003904,LN000622,2026-03-19,303.62,Cash
TXN0003905,LN000622,2025-05-19,338.37,UPI
TXN0003906,LN000622,2025-04-08,254.01,NACH
TXN0003907,LN000623,2026-04-18,1632.07,Cash
TXN0003908,LN000623,2024-11-19,1909.96,NACH
TXN0003909,LN000623,2025-04-25,1361.4,Cheque
TXN0003910,LN000623,2025-04-28,1424.09,NACH
TXN0003911,LN000624,2025-01-22,2891.36,UPI
TXN0003912,LN000624,2025-12-03,2204.74,Cash
TXN0003913,LN000624,2026-03-12,2876.83,Cheque
TXN0003914,LN000624,2026-05-28,2110.13,UPI
TXN0003915,LN000624,2025-10-10,2282.77,NACH
TXN0003916,LN000624,2025-03-05,2661.55,UPI
TXN0003917,LN000624,2024-08-11,2569.61,NACH
TXN0003918,LN000624,2025-06-02,2495.5,Cash
TXN0003919,LN000625,2024-08-28,977.1,NACH
TXN0003920,LN000625,2025-12-29,1098.2,Cheque
TXN0003921,LN000625,2026-03-06,863.19,Cash
TXN0003922,LN000625,2025-07-23,943.33,UPI
TXN0003923,LN000625,2025-02-03,832.48,Cash
TXN0003924,LN000626,2026-06-18,13689.45,Cheque
TXN0003925,LN000626,2025-01-15,11868.03,NACH
TXN0003926,LN000626,2025-12-21,12307.29,NACH
TXN0003927,LN000626,2025-04-02,13031.9,NEFT
TXN0003928,LN000626,2024-12-04,10687.98,Cash
TXN0003929,LN000626,2025-06-14,11031.63,UPI
TXN0003930,LN000626,2026-05-31,14163.99,Cash
TXN0003932,LN000626,2026-01-21,15107.2,NEFT
TXN0003933,LN000626,2025-05-18,14210.1,NEFT
TXN0003934,LN000626,2025-09-07,10589.53,NACH
TXN0003935,LN000627,2024-11-07,1019.6,NEFT
TXN0003936,LN000627,2024-12-18,815.82,NEFT
TXN0003937,LN000627,2025-08-09,1083.59,NEFT
TXN0003938,LN000627,2025-05-18,1165.63,UPI
TXN0003939,LN000627,2025-06-03,986.28,UPI
TXN0003940,LN000627,2025-06-21,1045.34,NACH
TXN0003941,LN000627,2024-11-06,871.76,Cash
TXN0003942,LN000627,2024-11-08,949.81,UPI
TXN0003943,LN000627,2024-11-05,1112.87,Cheque
TXN0003944,LN000627,2026-01-05,844.53,Cash
TXN0003945,LN000627,2025-10-16,882.76,Cheque
TXN0003946,LN000629,2024-09-29,17633.22,Cash
TXN0003947,LN000629,2025-12-10,19557.14,Cheque
TXN0003948,LN000630,2024-07-31,9183.4,Cash
TXN0003949,LN000630,2025-04-15,11316.44,Cheque
TXN0003950,LN000630,2026-02-20,8095.61,Cheque
TXN0003951,LN000630,2026-05-21,9163.77,NEFT
TXN0003952,LN000630,2026-03-13,10470.8,Cheque
TXN0003953,LN000631,2025-04-03,134943.42,NACH
TXN0003954,LN000631,2026-05-17,161036.65,NEFT
TXN0003955,LN000631,2025-10-16,131198.82,UPI
TXN0003956,LN000631,2025-08-25,124637.31,NEFT
TXN0003957,LN000631,2024-09-05,128579.88,NACH
TXN0003958,LN000631,2025-01-19,177621.07,NACH
TXN0003959,LN000631,2025-10-18,154691.84,NACH
TXN0003960,LN000631,2026-06-12,169519.63,Cheque
TXN0003961,LN000631,2024-10-16,141409.81,NACH
TXN0003962,LN000631,2025-01-26,157171.74,NACH
TXN0003963,LN000632,2025-11-21,1415.39,Cheque
TXN0003964,LN000632,2026-05-27,1671.12,NEFT
TXN0003965,LN000632,2026-05-12,1558.7,Cheque
TXN0003966,LN000632,2025-11-16,1549.04,Cheque
TXN0003967,LN000633,2025-04-14,1181.35,NEFT
TXN0003968,LN000633,2026-03-14,1471.92,UPI
TXN0003969,LN000633,2025-05-02,1424.19,NEFT
TXN0003970,LN000633,2026-02-10,1690.23,NACH
TXN0003971,LN000633,2025-09-06,1303.16,Cash
TXN0003972,LN000633,2025-10-09,1310.37,UPI
TXN0003973,LN000633,2025-07-10,1392.06,NEFT
TXN0003974,LN000633,2026-01-19,1295.09,NACH
TXN0003975,LN000633,2024-10-02,1229.17,NEFT
TXN0003976,LN000633,2025-10-04,1649.58,NEFT
TXN0003977,LN000633,2024-10-25,1476.89,NACH
TXN0003978,LN000634,2026-01-29,16482.62,NACH
TXN0003979,LN000634,2025-10-08,16308.49,Cash
TXN0003980,LN000634,2025-07-03,13145.5,Cash
TXN0003981,LN000634,2025-04-27,14676.01,Cash
TXN0003982,LN000634,2025-01-22,12000.18,NACH
TXN0003983,LN000634,2024-11-19,16793.04,NEFT
TXN0003984,LN000634,2025-11-02,13849.54,NEFT
TXN0003985,LN000634,2025-09-06,13788.55,NACH
TXN0003986,LN000634,2025-01-05,13264.81,Cash
TXN0003987,LN000634,2024-11-30,14174.43,Cheque
TXN0003988,LN000635,2025-11-11,3180.89,NACH
TXN0003989,LN000635,2025-09-26,3354.77,NEFT
TXN0003990,LN000635,2026-03-26,3955.27,UPI
TXN0003991,LN000636,2024-11-25,3261.11,Cheque
TXN0003992,LN000636,2025-06-24,2651.2,Cash
TXN0003993,LN000636,2026-03-01,2840.86,NEFT
TXN0003994,LN000636,2025-01-30,3306.63,UPI
TXN0003995,LN000636,2026-05-24,2361.81,NEFT
TXN0003996,LN000636,2025-09-18,3324.26,UPI
TXN0003997,LN000636,2025-01-03,2553.4,Cheque
TXN0003998,LN000636,2026-02-23,3081.94,NEFT
TXN0003999,LN000636,2025-06-03,2971.49,Cheque
TXN0004000,LN000636,2025-06-16,2937.42,NEFT
TXN0004001,LN000636,2025-03-18,3289.99,Cash
TXN0004002,LN000637,2024-12-26,3359.37,UPI
TXN0004003,LN000637,2025-07-17,3751.73,UPI
TXN0004004,LN000637,2025-12-02,4057.4,NEFT
TXN0004005,LN000637,2025-07-13,4493.85,Cheque
TXN0004006,LN000637,2024-12-03,3542.99,NACH
TXN0004007,LN000637,2026-02-13,4480.49,NEFT
TXN0004008,LN000637,2025-02-06,3835.83,NACH
TXN0004009,LN000638,2024-11-30,463.47,Cheque
TXN0004010,LN000638,2026-02-14,584.18,Cash
TXN0004011,LN000638,2025-09-30,442.72,Cash
TXN0004012,LN000639,2025-09-19,1871.8,NACH
TXN0004013,LN000639,2025-09-15,1536.19,UPI
TXN0004014,LN000639,2025-11-20,1753.94,UPI
TXN0004015,LN000639,2026-02-24,1936.04,NEFT
TXN0004016,LN000640,2025-03-08,8718.44,NEFT
TXN0004017,LN000640,2025-04-24,8201.84,Cash
TXN0004018,LN000640,2025-02-22,8285.04,UPI
TXN0004019,LN000640,2026-03-23,7595.1,NACH
TXN0004020,LN000640,2026-06-29,8376.56,NEFT
TXN0004021,LN000640,2025-03-08,10073.01,NEFT
TXN0004022,LN000640,2026-04-05,9722.37,NEFT
TXN0004023,LN000641,2025-07-11,94570.39,UPI
TXN0004024,LN000641,2025-09-14,89480.8,UPI
TXN0004025,LN000641,2025-11-11,129321.41,NEFT
TXN0004026,LN000641,2025-06-27,111389.17,Cash
TXN0004027,LN000641,2025-03-21,111877.98,Cash
TXN0004028,LN000641,2025-07-18,122585.1,NACH
TXN0004029,LN000641,2025-01-13,102040.69,NEFT
TXN0004030,LN000641,2026-03-20,109412.35,Cheque
TXN0004031,LN000641,2026-05-26,130870.46,UPI
TXN0004032,LN000641,2025-11-07,117798.93,NEFT
TXN0004033,LN000642,2025-02-15,1006.37,NEFT
TXN0004034,LN000642,2026-01-01,996.78,NACH
TXN0004035,LN000642,2025-09-11,1029.97,Cash
TXN0004036,LN000642,2024-11-06,1292.78,NEFT
TXN0004037,LN000642,2024-10-30,1072.55,Cheque
TXN0004038,LN000642,2025-06-03,944.52,NEFT
TXN0004039,LN000642,2025-10-23,1375.71,NEFT
TXN0004040,LN000642,2026-02-17,1013.83,NACH
TXN0004041,LN000642,2025-08-10,938.99,Cheque
TXN0004042,LN000643,2024-08-18,2271.42,Cash
TXN0004043,LN000643,2025-04-01,2269.28,Cash
TXN0004044,LN000643,2025-01-14,2459.12,NEFT
TXN0004045,LN000643,2025-05-02,2965.15,NACH
TXN0004046,LN000643,2025-08-01,2923.31,NEFT
TXN0004047,LN000643,2025-07-30,2494.55,NEFT
TXN0004048,LN000643,2026-03-05,2447.85,NEFT
TXN0004049,LN000643,2025-11-07,2594.17,Cheque
TXN0004050,LN000643,2024-10-05,2277.84,Cheque
TXN0004051,LN000643,2024-11-23,2083.64,Cash
TXN0004052,LN000643,2025-01-29,2984.27,NEFT
TXN0004053,LN000643,2025-09-04,2220.21,NEFT
TXN0004054,LN000644,2025-03-12,1167.06,NEFT
TXN0004055,LN000644,2024-09-26,1312.55,UPI
TXN0004056,LN000644,2026-06-10,1322.72,NACH
TXN0004057,LN000644,2026-06-07,1071.53,NACH
TXN0004058,LN000644,2025-01-30,1140.28,Cash
TXN0004059,LN000644,2025-05-22,1262.49,UPI
TXN0004060,LN000644,2025-08-03,1424.71,NEFT
TXN0004061,LN000644,2024-11-11,1183.0,NACH
TXN0004063,LN000644,2025-10-02,1357.62,Cheque
TXN0004064,LN000644,2025-12-25,1533.47,Cheque
TXN0004065,LN000645,2024-09-12,4828.23,Cheque
TXN0004066,LN000645,2024-11-04,4428.63,Cash
TXN0004067,LN000645,2026-02-19,5166.99,NEFT
TXN0004068,LN000645,2026-05-16,5701.38,Cheque
TXN0004069,LN000645,2025-03-12,4379.44,UPI
TXN0004070,LN000645,2024-08-31,5032.92,UPI
TXN0004071,LN000645,2025-11-02,4188.32,Cheque
TXN0004072,LN000645,2025-06-13,4221.06,Cash
TXN0004073,LN000645,2025-11-25,5153.87,Cheque
TXN0004074,LN000645,2026-02-17,4770.38,Cash
TXN0004075,LN000645,2025-01-02,5905.6,Cash
TXN0004076,LN000646,2026-06-21,1109.17,Cheque
TXN0004077,LN000646,2024-10-25,1045.99,NACH
TXN0004078,LN000647,2026-04-15,1113.37,UPI
TXN0004079,LN000647,2025-05-04,1154.66,NACH
TXN0004080,LN000647,2024-10-28,943.45,NACH
TXN0004081,LN000647,2025-05-23,1337.55,Cash
TXN0004082,LN000647,2024-10-20,1386.34,Cash
TXN0004083,LN000647,2026-01-26,1008.66,NACH
TXN0004084,LN000647,2026-01-07,980.41,Cheque
TXN0004085,LN000647,2025-04-23,991.14,NEFT
TXN0004086,LN000648,2026-05-10,7601.55,UPI
TXN0004087,LN000648,2025-05-30,7602.73,NEFT
TXN0004088,LN000648,2025-06-24,8135.45,Cheque
TXN0004089,LN000648,2025-06-07,7860.93,Cash
TXN0004090,LN000648,2025-03-02,6997.84,NEFT
TXN0004091,LN000648,2024-08-22,7463.94,Cash
TXN0004092,LN000648,2024-08-31,7679.42,NEFT
TXN0004093,LN000648,2025-05-31,7177.94,Cheque
TXN0004094,LN000648,2024-08-05,7072.0,NACH
TXN0004095,LN000648,2025-10-07,7556.05,NEFT
TXN0004096,LN000648,2025-12-03,7305.74,Cash
TXN0004097,LN000648,2024-11-21,7552.75,Cash
TXN0004098,LN000649,2025-07-24,234.94,Cash
TXN0004099,LN000649,2024-11-13,244.51,NACH
TXN0004100,LN000649,2024-10-19,237.64,Cheque
TXN0004101,LN000649,2025-11-20,226.57,NACH
TXN0004102,LN000649,2025-05-27,241.14,UPI
TXN0004103,LN000649,2026-05-06,220.25,Cheque
TXN0004104,LN000649,2026-05-04,201.57,Cash
TXN0004105,LN000649,2024-09-05,179.96,NACH
TXN0004106,LN000650,2026-03-12,20815.54,NACH
TXN0004107,LN000650,2025-12-12,21065.09,Cash
TXN0004108,LN000650,2024-09-22,24166.27,UPI
TXN0004109,LN000650,2026-01-18,19201.61,Cash
TXN0004110,LN000650,2024-10-29,19467.13,Cheque
TXN0004111,LN000650,2025-04-05,17903.23,Cash
TXN0004112,LN000650,2025-06-26,16835.89,Cheque
TXN0004113,LN000650,2026-05-24,22546.18,Cash
TXN0004114,LN000650,2024-11-06,18292.57,NEFT
TXN0004115,LN000651,2025-08-01,785.27,Cheque
TXN0004116,LN000651,2025-02-26,809.01,NACH
TXN0004117,LN000652,2025-11-20,2371.59,NACH
TXN0004118,LN000652,2025-01-25,2760.37,NEFT
TXN0004119,LN000652,2025-04-26,2345.26,NACH
TXN0004120,LN000652,2024-12-19,2192.78,NEFT
TXN0004121,LN000653,2026-04-06,22039.76,UPI
TXN0004122,LN000653,2025-01-08,21777.57,Cheque
TXN0004123,LN000653,2025-06-12,16469.15,NACH
TXN0004124,LN000653,2025-05-03,15418.32,NACH
TXN0004125,LN000653,2025-06-22,15905.57,Cheque
TXN0004126,LN000653,2025-11-17,17401.48,Cheque
TXN0004127,LN000653,2024-12-18,22620.0,Cheque
TXN0004128,LN000653,2025-04-09,19471.26,UPI
TXN0004129,LN000654,2024-12-17,2055.79,UPI
TXN0004130,LN000654,2025-11-01,2502.29,Cheque
TXN0004131,LN000654,2025-04-07,2124.98,NEFT
TXN0004132,LN000655,2025-12-14,1336.07,Cheque
TXN0004133,LN000655,2025-05-07,1697.31,Cheque
TXN0004134,LN000655,2025-01-08,1644.39,Cheque
TXN0004135,LN000655,2025-05-04,1641.01,Cheque
TXN0004136,LN000655,2025-03-22,1449.78,UPI
TXN0004137,LN000655,2026-06-20,1609.72,NACH
TXN0004138,LN000655,2026-05-11,1257.65,NEFT
TXN0004139,LN000655,2025-02-24,1484.95,Cheque
TXN0004140,LN000655,2025-07-06,1721.91,NACH
TXN0004141,LN000655,2026-03-09,1322.06,NACH
TXN0004142,LN000655,2026-06-29,1612.56,NEFT
TXN0004143,LN000655,2024-08-03,1437.2,Cash
TXN0004144,LN000656,2025-10-14,2992.29,Cash
TXN0004145,LN000656,2025-03-30,4053.21,NEFT
TXN0004146,LN000656,2025-04-19,3181.18,Cash
TXN0004147,LN000656,2024-09-19,3860.23,Cheque
TXN0004148,LN000656,2025-11-18,3059.56,UPI
TXN0004149,LN000657,2024-11-20,15223.2,Cash
TXN0004150,LN000657,2025-02-24,11838.8,NEFT
TXN0004151,LN000657,2025-04-16,11501.68,UPI
TXN0004152,LN000657,2026-04-15,10998.89,Cheque
TXN0004153,LN000657,2025-09-06,15218.73,UPI
TXN0004154,LN000658,2025-09-08,2524.59,Cheque
TXN0004155,LN000658,2026-03-04,2552.29,NEFT
TXN0004156,LN000658,2024-09-20,2326.77,NACH
TXN0004157,LN000658,2025-04-30,2303.8,NACH
TXN0004158,LN000659,2024-11-30,2968.45,Cash
TXN0004159,LN000659,2025-07-02,3601.28,NEFT
TXN0004160,LN000659,2025-05-07,3161.04,Cash
TXN0004161,LN000659,2025-08-10,4188.35,NEFT
TXN0004162,LN000659,2025-04-07,3934.33,Cheque
TXN0004163,LN000659,2025-05-28,3394.68,Cash
TXN0004164,LN000659,2024-09-07,3026.58,NEFT
TXN0004165,LN000659,2025-08-28,3918.5,NEFT
TXN0004166,LN000659,2025-07-11,2985.38,Cheque
TXN0004167,LN000659,2024-09-22,3080.03,NEFT
TXN0004168,LN000659,2025-10-03,3111.25,NEFT
TXN0004169,LN000660,2025-10-25,1607.06,NEFT
TXN0004170,LN000660,2025-10-17,1751.73,Cash
TXN0004171,LN000660,2025-04-07,1454.6,UPI
TXN0004172,LN000660,2025-09-23,1310.26,NEFT
TXN0004173,LN000660,2026-04-17,1549.02,NEFT
TXN0004174,LN000660,2024-12-01,1727.25,NEFT
TXN0004175,LN000660,2024-11-01,1396.37,NEFT
TXN0004176,LN000661,2025-12-21,1426.33,NEFT
TXN0004177,LN000661,2026-04-30,1893.63,Cheque
TXN0004178,LN000661,2025-07-06,1898.08,NACH
TXN0004179,LN000661,2024-12-14,1921.41,Cheque
TXN0004180,LN000661,2024-11-27,1803.96,NACH
TXN0004181,LN000661,2025-12-23,1405.94,Cheque
TXN0004182,LN000661,2025-03-07,1421.23,NACH
TXN0004183,LN000661,2025-11-03,1503.62,UPI
TXN0004184,LN000661,2025-05-10,1489.43,Cheque
